Unnamed: 0,번호,제목,저자,출판사,출판일
,31,A big data framework to validate thermodynamic data for chemical species,"Buerger, Philipp; Akroyd, Jethro; Martin, Jacob W.; Kraft, Markus","Elsevier Science B.V., Amsterdam.",2017
,32,Handling Big Data in Astronomy and Astrophysics: Rich Structured Queries on Replicated Cloud Data with XtreemFS,"Enke, H.; Partl, A.; Reinefeld, A.; Schintke, F.",SPRINGER,2012
,33,Price/Performance Considerations in Building Data Warehouses for Big Data,"Kutemperor,  Norman T.",The Data Warehouse Institute,2015
,34,Can big data solve a big problem? Reporting the obesity data landscape in line with the Foresight obesity system map,"Morris, Michelle; Wilkins, Emma; Timmins, Kate; Bryant, Maria; Birkin, Mark; Griffiths, Claire",Nature Publishing Group,2018
,35,The Big Picture: Big Data and Privacy,"Lazar, N.",Taylor and Francis,2015
,36,"Thinking Big Transitioning your students from working with small, student-collected data sets toward ``big data''","Kastens,  Kim; Krumhansl,  Ruth; Baker,  Irene",NATIONAL SCIENCE TEACHERS ASSOCIATION,2015
,37,A DATA LAB RAT IN THE BIG CITY: WHY DATA TRACKERS COULDN'TTRAP THIS CITY DWELLER,"Kaye, Kate","Crain Communications, Inc.",2014
,38,Prescription Data in Australia: How Useful is this 'Big' Data?,"Kim, H; Calcino, L; Calcino, G","Elsevier Science B.V., Amsterdam",2016
,39,A Big Data approach for multi-experiment data management,"Pardi, Silvio; Russo, Guido",INDERSCIENCE PUBLISHERS,2019
,40,Making big data open: data sharing in neuroimaging,"Poldrack, R. A.; Gorgolewski, K. J.",Nature Publishing Group,2014
,41,SIFTING BIG DATA New data systems smooth the way for E&amp;P analysts,unknown,HART PUBLICATIONS INC.,2013
,42,How Big Data Feeds Big Crime,"Wall,  David S.",CURRENT HISTORY,2018
,43,Forget 'Big Data ' Beware 'Little Data',"Dumenco, Simon","Crain Communications, Inc.",2014
,44,From Big Data to Big Artificial Intelligence?,"Kersting, K.; Meyer, U.",Springer Science + Business Media,2018
,45,Unsupervised data analytics in mining big building operational data for energy efficiency enhancement: A review,"Fan, Cheng; Xiao, Fu; Li, Zhengdao; Wang, Jiayuan","Elsevier Science B.V., Amsterdam.",2018
,46,Three Best Practices for IT and Business Users in Big Data Projects,"Halper, F.",The Data Warehouse Institute,2013
,47,"Internet Data Analysis Methodology for Cyberterrorism Vocabulary Detection, Combining Techniques of Big Data Analytics, NLP and Semantic Web","Castillo-Zúñiga, Iván; Luna-Rosas, Francisco Javier; Rodríguez-Martínez, Laura C.; Muñoz-Arteaga, Jaime; López-Veyna, Jaime Iván; Rodríguez-Díaz, Mario A.",IDEA GROUP PUBLISHING,2020
,48,Fix This/Big Data Four experts discuss the promise-and possible pitfalls-of data mining,unknown,MCGRAW-HILL,2014
,49,Digital Data Streams: Creating Value from the Real-Time Flow of Big Data,"Pigni,  Federico; Piccoli,  Gabriele; Watson,  Richard",UNIVERSITY OF CALIFORNIA,2016
,50,From 'big data' to 'smart data': algorithm for cross-evaluation as a novel method for large-scale survey analysis,"Kantoci, Darko; Džanić, Emir; Bogers, Marcel",Inderscience,2018
,51,Mainframes: The (Other) Elephant in the Big Data Room,"Lopez, J.A.",The Data Warehouse Institute,2013
,52,A Data Sharing Protocol to Minimize Security and Privacy Risks of Cloud Storage in Big Data Era,unknown,IEEE,2019
,53,From Big Data to Smart Data for Pharmacovigilance: The Role of Healthcare Databases and Other Emerging Sources,"Trifirò, G.; Sultana, J.; Bate, A.",Springer Science + Business Media,2018
,54,The Accidental Data Scientist: Big Data Applications and Opportunities for Librarians and Information Professionals,unknown,GUILDHALL PRINT,2016
,55,Mining patient data will close knowledge gap. Ministers must acknowledge risks and ensure everything is done to protect privacy in the NHS's big data project,"Darzi, A.",EMAP HEALTH CARE,2014
,56,What's the Big Deal About BIG DATA?,"Sherman, Chris",Information Today,2014
,57,PCN296 - BIG DATA ANALYSIS OF CANCER TREATMENT IN GERMANY - MAPPING OF TREATMENT LANDSCAPE BASED ON A GERMAN STATUTORY HEALTH INSURANCE (SHI) CLAIMS DATA ANALYSIS,"May, M.; Schellong, S.; Bruchhausen, Y.; Kretzschmar, A.; Riess, H.","Elsevier Science B.V., Amsterdam",2018
,58,ARCHIVES Hard data Scientific databases need to stay relevant in the age of big data,unknown,Nature Publishing Group,2014
,59,"Space for big data There are many satellites in orbit, but what you do with the data that bounces down from space? The Satellite Applications Catapult wants companies to exploit this huge potential market",unknown,FINDLAY PUBLICATIONS LTD,2014
,60,Guest Editorial: Behavioral-Data Mining in Information Systems and the Big Data Era,"Boratto, Ludovico; Carta, Salvatore; Kaltenbrunner, Andreas; Manca, Matteo",Springer Nature,2018
,61,COVER STORY: Big promise and big challenges for big health care data,"Coffron,  Matthew; Opelka,  Frank",THE AMERICAN COLLEGE OF SURGEONS,2015
,62,"Everybody lies: Big data, new data and what the internet can tell us about who we really are, by SethStephens‐Davidowitz. New York: HarperCollins, 2017, 338 pp.","Sussman, Lisa","John Wiley & Sons, Ltd",2019
,63,EDITORIAL - Big Data Equals Big Challenges for Prostate Cancer,"Gomella,  Leonard G.",CANADIAN UROLOGICAL ASSOCIATION,2016
,64,RESEARCH Electronic Data Capture and Big Data — Changing the Scope of the Clinical Trial and Putting Data First,"Branch,  Emilie",RUSSELL PUBLISHING,2017
,65,A spark‐based big data analysis framework for real‐time sentiment prediction on streaming data,"Kılınç, Deniz","John Wiley & Sons, Ltd",2019
,66,Acting on Big Data: A Data Scientist Role for Info Pros,"Affelt, A.",Information Today,2014
,67,Using small data to interpret big data: 311 reports as individual contributions to informal social control in urban neighborhoods,"O'Brien, D. T.","Elsevier Science B.V., Amsterdam",2016
,68,Process of Big Data Analysis Adoption: Defining Big Data as a New IS Innovation and Examining Factors Affecting the Process,"Kang,  Dongwoo; Kim,  Soung Hie",IEEE,2015
,69,"New Directions: Data Management, Big Data and Librarians","Sawnhney, S.C.",ALISS,2014
,70,Using Small Data to Make Big Decisions Managing a smarter small firm with data,"Walters,  Ed",AMERICAN BAR ASSOCIATION,2017
,71,What Can Big Data Tell Us About Health?: Finding Gold Through Data Mining,"Mertz, L.",INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,2016
,72,Transforming Open Data to Linked Open Data Using Ontologies for Information Organization in Big Data Environments of the Brazilian Government: the Brazilian Database Government Open Linked Data -- DBgoldbr.,"Victorino, Marcio; de Holanda, Maristela Terto; Ishikawa, Edison; Oliveira, Edgard Costa; Chhetri, Sammohan",INDEKS Verlag,2018
,73,Four Health Data Networks Illustrate The Potential For A Shared National Multipurpose Big-Data Network,"Curtis, L.H.; Brown, J.; Platt, R.",PROJECT HOPE,2014
,74,INTRODUCTION The big deal about big data,"Richards,  Caroline",RUSSELL PUBLISHING LTD,2015
,75,Paper 17: Data data everywhere: We are now in the Big Data era,"Liddell, M.",International Federation of Hydrographic Societies,2014
,76,Processes Meet Big Data: Connecting Data Science with Process Science,"van der Aalst, W.; Damiani, E.",Institute of Electrical & Electronics Engineers,2015
,77,Sparse p-adic data coding for computationally efficient and effective big data analytics,"Murtagh, F.",SPRINGER,2016
,78,Monitoring laboratory data across manufacturers and laboratories-A prerequisite to make ''Big Data'' work,"Goossens, K.; Van Uytfanghe, K.; Twomey, P. J.; Thienpont, L. M.; Participating, L.","Elsevier Science B.V., Amsterdam.",2015
,79,Schema Theory-Based Data Engineering in Gene Expression Programming for Big Data Analytics,"Huang, Z.; Li, M.; Chousidis, C.; Mousavi, A.; Jiang, C.",IEEE,2018
,80,Metadata for Big Data: A preliminary investigation of metadata quality issues in research data repositories,"Rousidis, D.; Garoufallou, E.; Balatsoukas, P.; Sicilia, M.-A.",IOS Press; 1999,2014
,81,A Bespoke Big Data/Visual Analytics Solution for Treatment Pathway Analysis and Visualization Using Healthcare Data,"Eslava,  Sergio; Cai,  Zhaohui J.; Golde,  Saar; Yang,  Fei",American Medical Informatics Association,2016
,82,What's the Big Deal About Big Data?,"Sherman, C.",Information Today,2014
,83,SOFTWARE TACKLES BIG DATA Lab management software tries to simplify data-rich experiment design,unknown,ACS AMERICAN CHEMICAL SOCIETY,2013
,84,What makes `big data' different from `regular data' within radiology? The easiest answer: when it no longer fits into Excel! [9418-4],unknown,The Society,2015
,85,MPTCP Meets Big Data: Customizing Transmission Strategy for Various Data Flows,"Xing, Yitao; Han, Jiangping; Xue, Kaiping; Liu, Jianqing; Pan, Miao; Hong, Peilin",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2020
,86,Is a Data-Capacity Gap Inevitable in Big Data Storage?,"Bhat, Wasim Ahmad",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2018
,87,"Drowning in data Research is generating vast quantities of data, but the big question is what to do with it to get results",unknown,MORGAN GRAMPIAN,2015
,88,What's the big fuss about `big data'?,"Pope, C.; Halford, S.; Tinati, R.; Weal, M.",Royal Society of Medicine Press,2014
,89,When small data beats big data,"Faraway, Julian J.; Augustin, Nicole H.","Elsevier Science B.V., Amsterdam.",2018
,90,Introduction to Big Data Analytics and the Special Issue on Big Data Methods and Applications,"Zheng, Zhiqiang (Eric)",Taylor & Francis,2015
,91,"Little Teams, Big Data: Big Data Provides New Opportunities for Teams Theory",Dorothy R. Carter; Raquel Asencio; Amy Wax; Leslie A. DeChurch; Noshir S. Contractor,Blackwell Pub.,2015
,92,Implications of Big Data for Data Scientists and Engineers,"Werwath,  Mark","THE IEEE, INC.",2017
,93,When is big data big enough? Implications of using GPS-based surveys for travel demand analysis,"Vij, A.; Shankari, K.","Elsevier Science B.V., Amsterdam.",2015
,94,Die Vorstandsperspektive: Big Data = Big Wealth?,"Leng, C.",Springer Science + Business Media,2014
,95,Augmenting a Data Warehousing Curriculum with Emerging Big Data Technologies,"Kotzé,  Eduan",Springer,2017
,96,From the Editors—Big Data and Data Science Methods for Management Research,"George,  Gerard; Osinga,  Ernst C.; Lavie,  Dovev; Scott,  Brent A.",ACADEMY OF MANAGEMENT,2016
,97,A versatile data-intensive computing platform for information retrieval from big geospatial data,"Soille, P.; Burger, A.; De Marchi, D.; Kempeneers, P.; Rodriguez, D.; Syrris, V.; Vasilev, V.","Elsevier Science B.V., Amsterdam.",2018
,98,"Busting the big data myths. A backlash against `big data' has led to questions about whether it is overrated, but Bright North's Rob Hick believes it does offer opportunities and provides pointers on how to make the most of them","Hick, R.",CENTAUR MEDIA PLC,2014
,99,"Dazzled by data: Big Data, the census and urban geography","Shearmur, Richard",Taylor and Francis,2015
,100,Review and big data perspectives on robust data mining approaches for industrial process modeling with outliers and missing data,"Zhu, Jinlin; Ge, Zhiqiang; Song, Zhihuan; Gao, Furong","Elsevier Science B.V., Amsterdam.",2018
,1,Clinical Trial Data as Public Goods: Fair Trade and the Virtual Knowledge Bank as a Solution to the Free Rider Problem - A Framework for the Promotion of Innovation by Facilitation of Clinical Trial Data Sharing among Biopharmaceutical Companies in the Era of Omics and Big Data,"Evangelatos, Nikolaos; Reumann, Matthias; Lehrach, Hans; Brand, Angela",S.Karger A.G.,2016
,2,"Seeing the Big Picture Lensless cameras and other advances in digital imaging, computational optics, signal processing, and big data are transforming how we think about photography","Greengard, S.",ACM ASSOCIATION FOR COMPUTING MACHINERY,2013
,3,These Are Big Days For Big Data,unknown,RODMAN PUBLISHING CORP,2014
,4,"Secure Dynamic Big Graph Data: Scalable, Low-Cost Remote Data Integrity Checking","Lu, Yu",IEEE,2019
,5,"Pitfalls in big data analysis: next-generation technologies, last-generation data","Lau, Susanna K.P.; Woo, Patrick C.Y.","Elsevier Science B.V., Amsterdam.",2019
,6,Toward a big data approach for indexing encrypted data in Cloud Computing,"Kaci, Abdellah; Bouabana‐Tebibel, Thouraya; Rachedi, Abderrezak; Yahiaoui, Chafia",John Wiley & Sons Ltd,2019
,7,Making the data connection Big gaps remain in sharing data between retail clinics and health systems,unknown,CRAIN COMMUNICATIONS INC.,2014
,8,Mapping the data shadows of Hurricane Sandy: Uncovering the sociospatial dimensions of 'big data',"Shelton, T.; Poorthuis, A.; Graham, M.; Zook, M.","Elsevier Science B.V., Amsterdam.",2014
,9,"A Master Data Management Solution to Unlock the Value of Big Infrastructure Data for Smart, Sustainable and Resilient City Planning","Ng, S. Thomas; Xu, Frank J.; Yang, Yifan; Lu, Mengxue","Elsevier Science B.V., Amsterdam",2017
,10,What's the Big Deal About Big Data Loss (Actually Theft)?,"Cohen, Fred",Taylor & Francis,2017
,11,Preparing a data scientist: a pedagogic experience in designing a big data analytics course,"Asamoah, Daniel Adomako; Sharda, Ramesh; Hassan Zadeh, Amir; Kalgotra, Pankush",Wiley-Blackwell,2017
,12,Introduction to Big Data: Scalable Representation and Analytics for Data Science Minitrack,"Kaisler, S.; Armour, F.; Espinosa, A.",IEEE,2013
,13,Evaluation of Data Management Systems for Geospatial Big Data,"Amirian, P.; Basiri, A.; Winstanley, A.",SPRINGER-VERLAG,2014
,14,"Macrosystems ecology: big data, big ecology","Soranno, P.A.; Schimel, D.S.",Ecology Society of America,2014
,15,Publicly Available Data and Pediatric Mental Health: Leveraging Big Data to Answer Big Questions for Children,"Blair, L. M.","Elsevier Science B.V., Amsterdam",2016
,16,What's the Big Deal About Big Data?,"Dutton, G.",LAKEWOOD PUBLICATIONS INC,2014
,17,Carpool for Big Data: Enabling Efficient Crowd Cooperation in Data Market for Pervasive AI,"Shi, Qian; Chen, Xu",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2020
,18,Engaging with big data: Occupational therapy needs to recognise the potential of using linked data to support evidence‐based practice,"Cordier, R.; Ferrante, A.",John Wiley & Sons Ltd,2019
,19,"Symposium review: Big data, big predictions: Utilizing milk Fourier-transform infrared and genomics to improve hyperketonemia management","Pralle, R.S.; White, H.M.","Elsevier Science B.V., Amsterdam",2020
,20,32.1 CREATING BIG VALUE WITH BIG DATA: PRELIMINARY RESULTS,"Hagoort, Karin; Deschamps, Peter; Scheepers, Floortje E.",Elsevier,2016
,21,"Systems Thinking, Big Data, and Data Protection Law Using Ackoff's Interactive Planning to Respond to Emergent Policy Challenges","Pearce,  Henry","Aspen Publishers, Inc.",2016
,22,The hybrid big bang-big crunch method for solving crystal structure from powder diffraction data,"Altomare, A.; Corriero, N.; Cuocci, C.; Moliterni, A.; Rizzi, R.",Blackwell Publishing Ltd,2013
,23,Spatial urban data system: A cloud-enabled big data infrastructure for social and economic urban analytics,"Anejionu, Obinna C.D.; Thakuriah, Piyushimita (Vonu); McHugh, Andrew; Sun, Yeran; McArthur, David; Mason, Phil; Walpole, Rod","Elsevier Science B.V., Amsterdam.",2019
,24,SmallClient for big data: an indexing framework towards fast data retrieval,"Siddiqa, A.",Springer Science + Business Media,2017
,25,"Interoperability in Big, Open, and Linked Data--Organizational Maturity, Capabilities, and Data Portfolios","Janssen, M.; Estevez, E.; Janowski, T.",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2014
,26,Is It Still ``Big Data'' If It Fits In My Pocket?,"Campbell, D.",New York; Curran Associates,2011
,27,Research on data retrieval and analysis system based on Baidu reptile technology in big data era.,"Jin, Jiangang; Elhoseny, Mohamed; Yuan, X.","JOHN WILEY & SONS, INC",2020
,28,Time-Frequency Social Data Analytics for Understanding Social Big Data,"Nguyen, D.T.; Hwang, D.; Jung, J.J.",Springer Science,2015
,29,32.1 CREATING BIG VALUE WITH BIG DATA: PRELIMINARY RESULTS,"Hagoort, K.; Deschamps, P.; Scheepers, F. E.",Elsevier,2016
,30,Review on Data Partitioning Strategies in Big Data Environment,A. A. Haneen ; A. Noraziah ; Ritu Gupta ; Mohammed Adam Ibrahim Fakherldin,American Scientific Publishers,2017
,31,A distributed big data storage and data mining framework for solar-generated electricity quantity forecasting [8333-45],"Wang, J.; Chen, Y.; Hua, R.; Wang, P.; Fu, J.",International Society for Optical Engineering; 1999,2012
,32,The EU data protection reform and the challenges of big data: remaining uncertainties and ways forward,"Gonçalves, Maria Eduarda",Taylor & Francis,2017
,33,Dynamic remote data auditing for securing big data storage in cloud computing,"Sookhak, Mehdi; Gani, Abdullah; Khan, Muhammad Khurram; Buyya, Rajkumar","Elsevier Science B.V., Amsterdam.",2017
,34,"Everybody lies: Big data, new data, and what the Internet can tell us about who we really are","Hall, E. L.",John Wiley & Sons Ltd,2018
,35,An Incorrect Data Detection Method for Big Data Cleaning of Machinery Condition Monitoring,"Xu, Xuefang",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2019
,36,Design of Data Processing Model based Big Data Technology for Connected Cars Services,Lionel Nkenyereye; Jong-Wook Jang,International Information Institute,2017
,37,Optimizing Read-Once Data Flow in Big-Data Applications,"Morad, T. Y.; Shomron, G.; Erez, M.; Kolodny, A.; Weiser, U. C.",IEEE Computer Society,2017
,38,Hadoop's Next Big Data Act: The NoSQL database HBase is adept with large volumes of data,unknown,"CMP PUBLICATIONS, INC.",2012
,39,Reining in Big Data Semantic databases may be the tools banks need to harness big data's potential,unknown,MILLER FREEMAN INC,2012
,40,Why the Big Buzz about Big Data?,"Lee, P.",SOCIETY FOR COMPUTERS AND LAW,2012
,41,What’s the Big Deal About Big Data Loss (Actually Theft)?,"Cohen, Fred",Taylor & Francis,2017
,42,The Accidental Data Scientist: Big Data Applications and Opportunities for Librarians and Information Professionals by Amy Affelt,"Goins, Meredith P.",Taylor & Francis,2015
,43,Overcoming the data drought: exploring general practice in Australia by network analysis of big data,"Tran, Bich",AUSTRALASIAN MEDICAL PUBLISHING COMPANY LTD,2018
,44,Design of data scoring model for big data,"Dash, Ranjan Kumar",Inderscience,2020
,45,The healthcare data gold rush Service providers look set to benefit in the world of Big Data,unknown,Informa Healthcare,2012
,46,HDAC High-Dimensional Data Aggregation Control Algorithm for Big Data in Wireless Sensor Networks,Zeyu Sun; Xiaohui Ji,Idea Group Pub,2017
,47,Environmental Open Data in Urban Platforms: An Approach to the Big Data Life Cycle,"Gessa, Ana; Sancha, Pilar",Taylor & Francis,2020
,48,Menopause and big data: Word Adjacency Graph modeling of menopause-related ChaCha data,"Carpenter, Janet S.; Groves, Doyle; Chen, Chen X.; Otte, Julie L.; Miller, Wendy R.",Lippincott Williams and Wilkins,2017
,49,Biology: The big challenges of big data,"Marx, V.",Nature Publishing Group,2013
,50,Enabling Smart Data: Noise filtering in Big Data classification,"García-Gil, Diego; Luengo, Julián; García, Salvador; Herrera, Francisco","Elsevier Science B.V., Amsterdam.",2019
,51,Answering the Big Questions Defining big data - and the ways to harness the information for success,unknown,NATIONAL RETAIL FEDERATION,2014
,52,A Semantic Big Data Platform for Integrating Heterogeneous Wearable Data in Healthcare,"Mezghani, E.; Exposito, E.; Drira, K.; Da Silveira, M.; Pruski, C. d.",Springer Science + Business Media,2015
,53,MAD Skills: New Analysis Practices for Big Data,"Cohen, J.; Dolan, B.; Dunlap, M.; Hellerstein, J.M.; Welton, C.",New York; Association for Computing Machinery,2009
,54,Guest Editorial Big Security Challenges in Big Data Era,"Li, H.; Lu, R.; Misic, J.",IEEE,2017
,55,Time Series Data Mining: A Case Study With Big Data Analytics Approach,"Wang, Fang",IEEE,2020
,56,Highly efficient data migration and backup for big data applications in elastic optical inter-data-center networks,"Lu, P.; Zhang, L.; Liu, X.; Yao, J.; Zhu, Z.",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2015
,57,"Hugo Rifkind Big money, big data",unknown,THE SPECTATOR LTD,2017
,58,NoSQL-based Spatial Data Processing Systems in Big Data Environments,In-Su Shin; Jeong-Joon Kim; Yong-Soo Lee; Jin-Yong Moon,International Information Institute,2016
,59,Disaggregating asthma: Big investigation versus big data,"Belgrave, Danielle; Henderson, John; Simpson, Angela; Buchan, Iain; Bishop, Christopher; Custovic, Adnan","Elsevier Science B.V., Amsterdam",2017
,60,Biobanking with Big Data: A Need for Developing “Big Data Metrics”,unknown,Mary Ann Leibert Inc.,2016
,61,Online Spotlight Big Data Ain't So Big,"Bates,  Mary Ellen",Information Today,2017
,62,Impact of big data analytics on individuals and the South Korean big data analytics market,"Hameed, Tahir",Taylor & Francis,2016
,63,Taking a ‘Big Data’ approach to data quality in a citizen science project,"Kelling, S.; Fink, D.; Sorte, F. A.; Johnston, A.; Bruns, N. E.; Hochachka, W. M.",ROYAL SWEDISH ACADEMY OF SCIENCES,2015
,64,Kinematics of Big Biomedical Data to characterize temporal variability and seasonality of data repositories: Functional Data Analysis of data temporal evolution over non-parametric statistical manifolds,"Sáez, Carlos; García-Gómez, Juan M","Elsevier Science B.V., Amsterdam.",2018
,65,"A variable diet: Variable data printing is touted as tomorrow's next Big Thing, but for a company like IDG, variable data printing is an everyday reality","Ellis, J.",MACLEAN HUNTER PUBLICATION,1998
,66,Nursing Management Minimum Data Set: Cost-Effective Tool To Demonstrate the Value of Nurse Staffing in the Big Data Science Era,"Pruinelli,  Lisiane; Delaney,  Connie W.; Garcia,  Amy; Caspers,  Barbara; Westra,  Bonnie L.",A J JANNETTI INC,2016
,67,MANAGING TECHNOLOGY With Big Data Comes Big Responsibility Allowing people to control their own data may actually benefit companies in the long run. The MIT Media Lab's Alex ``Sandy'' Pentland,"Berinato, S.",HARVARD BUSINESS REVIEW,2014
,68,The Application of Big Data Technology in the Field of Combat Simulation Data Management,"Guo,  Li; Xu,  Wenyuan; Li,  Hao; Zhang,  Shengxiao; Zhao,  Dongmei",Springer,2016
,69,"Seth Stephens-Davidowitz, Everybody Lies: Big Data, New Data, and What the Internet Can Tell Us About Who We Really Are","Massaro, Dominic W.",UNIVERSITY OF ILLINOIS PRESS,2018
,70,Modeling and Optimization for Big Data Analytics: (Statistical) learning tools for our era of data deluge,"Slavakis, K.; Giannakis, G.; Mateos, G.",INSTITUTE OF ELECTRICAL AND ELECTRONIC ENGINEERS,2014
,71,"Northern Telecom has big plans for data networking with its new division, Enterprise Data Networks",00,"Popular Computing, etc",1998
,72,Predicting Flu-Rate Using Big Data Analytics Based on Social Data and Weather Conditions,Shikha Verma ; Younghee Park ; Mihui Kim,American Scientific Publishers,2017
,73,Analysis of Medical Data Using the Big Data and R,"Choi,  Giyong; Lee,  Kangwoo; Seo,  Deokseok; Kim,  Soonseok; Kim,  Dongho; Lee,  Yonghee",Springer,2015
,74,Analyze This: The Big Demand for Big Data Professionals,"Barnes, N.D.",ARMA INTERNATIONAL,2014
,75,A cloud-based energy data mining information agent system based on big data analysis technology,"Lin, Hsueh-Yuan; Yang, Sheng-Yuan","Elsevier Science B.V., Amsterdam.",2019
,76,Universal Health Coverage&#x02014;Big Thinking versus Big Data,"Garrison, L. P.",Blackwell Publishing Ltd,2013
,77,Regulatory watch: From big data to smart data: FDA's INFORMED initiative,"Khozin, S.; Kim, G.; Pazdur, R.",Nature Publishing Group,2017
,78,"Convex Optimization for Big Data: Scalable, randomized, and parallel algorithms for big data analytics","Cevher, V.; Becker, S.; Schmidt, M.",INSTITUTE OF ELECTRICAL AND ELECTRONIC ENGINEERS,2014
,79,Improving the Performance of Data Mining by Using Big Data in Cloud Environment,"Dahmani,  D.; Rahal,  S. A.; Belalem,  G.",INFORMATION AND KNOWLEDGE MANAGEMENT SOCIETY,2016
,80,The State-Society Relationship: Big Data's Big Future - But for Whom [Editorial],"Michael, K.; Chen, X.","THE IEEE, INC.",2014
,81,Extracting Value and Data Analytic from Social Networks: Big Data Approach,Firman Arifin ; Mochamad Hariadi ; Muhammad Anshari,American Scientific Publishers,2017
,82,A critique of imbalanced data learning approaches for big data analytics,"Nazir, Amril",Inderscience,2019
,83,Opening up to Big Data: Computer-Assisted Analysis of Textual Data in Social Sciences,"Wiedemann, G.",UNIVERSITY OF COLOGNE,2013
,84,Towards building a data-intensive index for big data computing – A case study of Remote Sensing data processing,"Ma, Y.; Wang, L.; Liu, P.; Ranjan, R.","Elsevier Science B.V., Amsterdam.",2015
,85,The Uncharted Territory of Big Learning Data Applying big data in the training and development field is a method that will soon make its mark on the industry,"Masie, E.",A.ST.D,2013
,86,Cloud parallel spatial‐temporal data model with intelligent parameter adaptation for spatial‐temporal big data,"Zhu, Dingju","John Wiley & Sons, Ltd",2018
,87,"Political Science and Big Data: Structured Data, Unstructured Data, and How to Use Them","Grossman, Jonathan; Pedahzur, Ami",THE ACADEMY OF POLITICAL SCIENCE,2020
,88,THE ROLE OF BIG DATA AND REAL WORLD DATA,"Sledge, George W.","Elsevier Science B.V., Amsterdam",2019
,89,Technology Getting Smart With Big Data How smaller companies are becoming increasingly sophisticated about analyzing multiple forms of data,"Holstein, W.J.",CHIEF EXECUTIVE GROUP L.P.,2013
,90,Expanding Minds to Big Data and Data Sciences,"Dopplick,  Renee",ASSOCIATION FOR COMPUTING MACHINERY,2015
,91,Research of network data mining based on reliability source under big data environment,"Li, J.; He, Y.; Ma, Y.",Springer Science + Business Media,2017
,92,Machine learning and big data analytics in bipolar disorder: A position paper from the International Society for Bipolar Disorders Big Data Task Force,"Passos, Ives C.; Ballester, Pedro L.; Barros, Rodrigo C.; Librenza‐Garcia, Diego; Mwangi, Benson; Birmaher, Boris; Brietzke, Elisa; Hajek, Tomas; Lopez Jaramillo, Carlos; Mansur, Rodrigo B.; Alda, Martin; Haarman, Bartholomeus C. M.; Isometsa, Erkki; Lam,",John Wiley & Sons Ltd,2019
,93,"Click Here for a Data Scientist: Big Data, Predictive Analytics, and Theory Development in the Era of a Maker Movement Supply Chain","Waller, M. A.; Fawcett, S. E.",COUNCIL OF LOGISTICTS MANAGEMENT,2013
,94,Conference Report: Health Data Protection Law in the Era of Big Data: Risks and Opportunities for Modernization,"Cartagena, Rosario G.; Paprica, P. Alison; Sutherland, Eric","Elsevier Science B.V., Amsterdam.",2019
,95,"An experiment in big data: storage, querying and visualisation of data taken from the Liverpool Telescope's wide field cameras [9152-95]","Barnsley, R.M.; Steele, I.A.; Smith, R.J.; Mawson, N.R.",International Society for Optical Engineering; 1999,2014
,96,Layered software patterns for data analysis in big data environment,"Hakeem, H.",Springer Science + Business Media,2017
,97,"GPU-DAEMON: GPU algorithm design, data management & optimization template for array based big omics data","Awan, Muaaz Gul; Eslami, Taban; Saeed, Fahad","Elsevier Science B.V., Amsterdam.",2018
,98,U.S. Government BETS Big on Data: A multi-agency big data initiative offers an array of national advantages,"Seffers, G.I.",AFCEA ARMED FORCES COMMUNICATIONS AND,2013
,99,Tuning small analytics on Big Data: Data partitioning and secondary indexes in the Hadoop ecosystem,"Romero, Oscar; Herrero, Victor; Abelló, Alberto; Ferrarons, Jaume","Elsevier Science B.V., Amsterdam.",2015
,100,Opportunities and challenges of big data for the social sciences: The case of genomic data,"Liu, H.; Guo, G.","Elsevier Science B.V., Amsterdam",2016
,1,"Authors' Response to Gong's, “Comment on Data Science and its Relationship to Big Data and Data-Driven Decision Making”",unknown,Mary Ann Leibert,2014
,2,Why Big Data = Big Deal,unknown,Mary Ann Leibert,2014
,3,A Big Data Guide to Understanding Climate Change: The Case for Theory-Guided Data Science,unknown,Mary Ann Leibert,2014
,4,"Correction to: Predictive Modeling with Big Data: Is Bigger Really Better? by Junqué de Fortuny E, Martens D, and Provost F. Big Data 2013;1(4):215–226.",unknown,Mary Ann Leibert,2019
,5,Big-BOE: Fusing Spanish Official Gazette with Big Data Technology,"Basanta-Val, P.; Sánchez-Fernández, L.",Mary Ann Leibert,2018
,6,Data Science and its Relationship to Big Data and Data-Driven Decision Making,unknown,Mary Ann Leibert,2013
,7,Thermal-Aware and DVFS-Enabled Big Data Task Scheduling for Data Centers,"Liu, H.; Liu, B.; Yang, L. T.; Lin, M.; Deng, Y.; Bilal, K.; Khan, S. U.",unknown,2018
,8,A reference architecture for big data solutions - introducing a model to perform predictive analytics using big data technology,"Geerdink, Bas",Inderscience,2015
,9,Resting-State fMRI Functional Connectivity: Big Data Preprocessing Pipelines and Topological Data Analysis,"Phinyomark, A.; Ibanez-Marcelo, E.; Petri, G.",unknown,2017
